iter	Accuracy	MultiClass
886	0.9968539969	0.1104691718
887	0.9968539969	0.110360933
888	0.996996997	0.1101795159
889	0.996996997	0.1099890799
890	0.996996997	0.1097302548
891	0.9971399971	0.1095693251
892	0.9971399971	0.1095231527
893	0.9971399971	0.109400445
894	0.9971399971	0.1092108869
895	0.9971399971	0.1090663558
896	0.9971399971	0.1089074745
897	0.9971399971	0.1087960563
898	0.9971399971	0.1086498988
899	0.9971399971	0.1085243268
900	0.9971399971	0.1083744574
901	0.9971399971	0.1082736154
902	0.9971399971	0.1081689929
903	0.9971399971	0.1080726232
904	0.9971399971	0.1079401943
905	0.9971399971	0.1077883819
906	0.9971399971	0.1077165161
907	0.9971399971	0.1076047544
908	0.9971399971	0.1075529985
909	0.9971399971	0.1074074986
910	0.996996997	0.1072829618
911	0.9971399971	0.1071942947
912	0.996996997	0.1071241454
913	0.996996997	0.106833855
914	0.996996997	0.1067671793
915	0.996996997	0.10664069
916	0.996996997	0.1065343439
917	0.996996997	0.1063959394
918	0.996996997	0.1063202121
919	0.996996997	0.1062081201
920	0.996996997	0.106101947
921	0.996996997	0.1059974482
922	0.996996997	0.1059047006
923	0.996996997	0.1057488602
924	0.996996997	0.1055828386
925	0.996996997	0.1052066315
926	0.996996997	0.1050930794
927	0.996996997	0.1049471106
928	0.9971399971	0.1047975556
929	0.9971399971	0.1045909902
930	0.9971399971	0.1043418047
931	0.9971399971	0.1041710623
932	0.9972829973	0.1039401182
933	0.9974259974	0.1037830012
934	0.9974259974	0.1035403003
935	0.9974259974	0.1033844438
936	0.9974259974	0.103135069
937	0.9974259974	0.1030214359
938	0.9972829973	0.1028860989
939	0.9977119977	0.1027330188
940	0.9974259974	0.1024597728
941	0.9975689976	0.102300642
942	0.9975689976	0.1020798537
943	0.9975689976	0.1019602191
944	0.9974259974	0.1017834766
945	0.9974259974	0.1017381819
946	0.9974259974	0.1016105658
947	0.9975689976	0.1015324823
948	0.9977119977	0.1014234693
949	0.9977119977	0.1012271084
950	0.9977119977	0.1011059381
951	0.9977119977	0.1010135441
952	0.9975689976	0.1008504913
953	0.9975689976	0.1006529983
954	0.9975689976	0.1005400986
955	0.9975689976	0.1004032437
956	0.9975689976	0.100278828
957	0.9975689976	0.1001030371
958	0.9975689976	0.1000401579
959	0.9977119977	0.09991979206
960	0.9977119977	0.09974796854
961	0.9977119977	0.09965569449
962	0.9977119977	0.09945438909
963	0.9977119977	0.09932807816
964	0.9977119977	0.09924500264
965	0.9977119977	0.09908967095
966	0.9978549979	0.09895986262
967	0.9978549979	0.09885225379
968	0.9978549979	0.09877738643
969	0.9978549979	0.09869851477
970	0.9978549979	0.09865458236
971	0.9978549979	0.09845205539
972	0.9978549979	0.09833270712
973	0.9978549979	0.09823910806
974	0.997997998	0.09807084162
975	0.997997998	0.09801568235
976	0.997997998	0.09781504851
977	0.9981409981	0.09758092686
978	0.9981409981	0.09745780713
979	0.9982839983	0.09729069175
980	0.9982839983	0.09716416523
981	0.9982839983	0.0970011859
982	0.9984269984	0.09684896065
983	0.9984269984	0.09663259136
984	0.9984269984	0.09645354788
985	0.9984269984	0.09640668709
986	0.9984269984	0.0962253983
987	0.9984269984	0.09594767058
988	0.9984269984	0.09585530612
989	0.9984269984	0.09574378382
990	0.9985699986	0.09561246014
991	0.9985699986	0.09550853833
992	0.9985699986	0.09536261846
993	0.9985699986	0.09524750538
994	0.9984269984	0.09512993421
995	0.9985699986	0.09498718498
996	0.9985699986	0.09477630048
997	0.9985699986	0.09468457549
998	0.9985699986	0.09454771307
999	0.9985699986	0.09445267026
